chapter_id,title_en,title_jp,title_romaji,arc,volume,viz_release_date,wsj_release_date_jp,wsj_issue,pages,summary_short_paraphrase,beats_predicate,characters_core,locations_core,threads_opened,threads_closed,source_url,source_attribution_title,source_attribution_author,source_license
421,Gear Three,ギア 3,,,44,,"July 31, 2006 [ref]",2006 Issue 35,19,"While the rest of the Straw Hat Pirates try to escape Enies Lobby, Luffy continues his battle against Lucci in which he activates his new technique, Gear 3.",[],"['Straw Hat Pirates', 'Enies Lobby', 'Luffy', 'Lucci', 'Gear 3']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_421,Chapter 421 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
422,Rob Lucci,ロブ・ルッチ,,,44,,"August 7, 2006 [ref]",2006 Issue 36-37,19,"While the Straw Hat Pirates and the Shift Station staff try to escape the flooded corridors of Enies Lobby, Luffy continues his fight against Lucci outside.",[],"['Straw Hat Pirates', 'Shift Station', 'Enies Lobby', 'Luffy', 'Lucci']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_422,Chapter 422 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
423,Mermaid Legend,人魚伝説,,,44,,"August 21, 2006 [ref]",2006 Issue 38,19,"While Luffy deals with the side effects of Gear 3 during his battle against Lucci, the Straw Hat Pirates, Franky, Chimney and Gonbe manage to escape the water thanks to Kokoro.",[],"['Luffy', 'Gear 3', 'Lucci', 'Straw Hat Pirates', 'Franky', 'Chimney', 'Gonbe', 'Kokoro']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_423,Chapter 423 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
424,Escape Ship,脱出船,,,44,,"August 28, 2006 [ref]",2006 Issue 39,19,Luffy and Rob Lucci continue their fight despite the destruction of Enies Lobby.,[],"['Luffy', 'Rob Lucci', 'Enies Lobby']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_424,Chapter 424 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
425,Bridge of Mortal Combat,死闘の橋,,,44,,"September 4, 2006 [ref]",2006 Issue 40,19,"The Straw Hat Pirates, Franky and the Shift Station staff watch the battle between Luffy and Lucci.",[],"['Straw Hat Pirates', 'Franky', 'Shift Station', 'Luffy', 'Lucci']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_425,Chapter 425 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
426,A Ship Waiting for Wind,風待ちの船,,,44,,"September 11, 2006 [ref]",2006 Issue 41,19,The Marines attack the Straw Hats on the Bridge of Hesitation. Luffy seems to have been defeated by Lucci.,[],"['Marines', 'Straw Hats', 'Bridge of Hesitation', 'Luffy', 'Lucci']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_426,Chapter 426 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
427,This Isn't the Afterlife,ここが地獄じゃあるめェし,,,44,,"September 16, 2006 [ref]",2006 Issue 42,19,Luffy defeats Rob Lucci.,[],"['Luffy', 'Rob Lucci']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_427,Chapter 427 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
428,Let's Go Back,帰ろう,,,44,,"September 25, 2006 [ref]",2006 Issue 43,19,The assault of the Buster Call on Enies Lobby continues. The Straw Hats are backed into a corner and have to jump into the ocean.,[],"['Buster Call', 'Enies Lobby', 'Straw Hats']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_428,Chapter 428 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
429,Utter Defeat,完敗,,,44,,"October 2, 2006 [ref]",2006 Issue 44,19,The Straw Hats get away on the Going Merry.,[],"['Straw Hats', 'Going Merry']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_429,Chapter 429 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
430,A Light Snow of Reminiscence Falls,降りそそぐ追想の淡雪,,,44,,"October 7, 2006 [ref]",2006 Issue 45,19,"Usopp has put the mask back on, confusing Luffy and Chopper. The Straw Hats then meet the Galley-La ship, with Iceburg on it. They find out that it was Iceburg that repaired Going Merry after he had heard the Going Merry's wish to make just one more trip.",[],"['Usopp', 'Luffy', 'Chopper', 'Straw Hats', 'Galley-La', 'Iceburg', 'Going Merry']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_430,Chapter 430 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
431,Fist of Love,愛の拳,,,45,,"October 23, 2006 [ref]",2006 Issue 47,19,"Franky discusses his plan for the new ship with the Straw Hat Pirates. Afterwards, Luffy meets a Marine vice admiral he knows, who happens to be his grandfather.",[],"['Franky', 'new ship', 'Straw Hat Pirates', 'Luffy', 'Marine', 'vice admiral', 'grandfather']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_431,Chapter 431 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
432,Jack-in-the-Box,びっくり箱,,,45,,"October 30, 2006 [ref]",2006 Issue 48,19,"Garp reveals that Luffy 's father is the most wanted man in the world and the leader of the Revolutionary Army, Monkey D.",[],"['Garp', 'Luffy', 'Revolutionary Army', 'Monkey D. Dragon']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_432,Chapter 432 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
433,The Name of That Sea,その海の名は,,,45,,"November 6, 2006 [ref]",2006 Issue 49,19,"Koby tells Luffy about the latter half of Grand Line, which is called the New World. After the departure of the Marines, the Straw Hats throw a big party. Shanks and Whitebeard are about to meet in the New World, and the World Government are alerted to this meeting.",[],"['Koby', 'Luffy', 'Grand Line', 'New World', 'Marines', 'Straw Hats', 'Shanks', 'Whitebeard', 'World Government']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_433,Chapter 433 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
434,Whitebeard and Red-Hair,白ひげと赤髪,,,45,,"November 13, 2006 [ref]",2006 Issue 50,19,"Shanks and Whitebeard meet to discuss Marshall D. Teach, and the old days when Roger was around. This causes the Marines to panic, since the Four Emperors never meet in this fashion.",[],"['Shanks', 'Whitebeard', 'Marshall D. Teach', 'Roger', 'Marines', 'Four Emperors']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_434,Chapter 434 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
435,You Have My Sympathies,心中お察しする,,,45,,"November 20, 2006 [ref]",2006 Issue 51,19,"The Straw Hats learn about Fish-Man Island and the Florian Triangle. The whole crew gets new bounties, including Franky. The new ship is completed.",[],"['Straw Hats', 'Fish-Man Island', 'Florian Triangle', 'bounties', 'Franky', 'ship', 'Zambai', 'Luffy']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_435,Chapter 435 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
436,Trunks from Franky House,Pants from Frankyhouse,,,45,,"December 4, 2006 [ref]",2007 Issue 1,19,"The Straw Hat Pirates are introduced to their newest ship, the Thousand Sunny.",[],"['Straw Hat Pirates', 'Thousand Sunny']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_436,Chapter 436 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
437,Naked Mania,裸百貫,,,45,,"December 11, 2006 [ref]",2007 Issue 2,19,"After some final and violent persuasion from the Straw Hat Pirates, particularly from Robin, Franky decides to join the crew, to follow his dream, and see it completed.",[],"['Straw Hat Pirates', 'Robin', 'Franky']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_437,Chapter 437 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
438,Pride,プライド,,,45,,"December 18, 2006 [ref]",2007 Issue 3,19,"The Straw Hat Pirates decide to take off, but after waiting a little while for Usopp. Suddenly, Garp attacks and the Straw Hats are forced to set sail just as Usopp arrives. When his great return plans fail, Usopp apologizes for being selfish and rejoins the crew.",[],"['Straw Hat Pirates', 'Usopp', 'Garp']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_438,Chapter 438 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
439,Third and Seventh,３人目と７人目,,,45,,"December 25, 2006 [ref]",2007 Issue 4-5,19,"The Straw Hat Pirates escape Garp  new bounties. In Arabasta, King Cobra, Pell, Igaram and Chaka are seen reading a newspaper about the Straw Hats. Vivi is seen, not bothered by the fact that her old enemy, Robin is now one of the Straw Hats.",[],"['Straw Hat Pirates', 'Garp', 'Thousand Sunny', 'Smoker', 'Tashigi', 'Arabasta', 'King Cobra', 'Pell', 'Igaram', 'Chaka', 'Vivi', 'Robin']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_439,Chapter 439 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
440,Fire Fist vs. Blackbeard,火拳 vs 黒ひげ,,,45,,"January 6, 2007 [ref]",2007 Issue 6-7,19,"The close friends of the members of the first six Straw Hat Pirates react to each of their different bounties. Meanwhile, the fight between Portgas D. Ace and Blackbeard rages on.",[],"['Straw Hat Pirates', 'Portgas D. Ace', 'Blackbeard']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_440,Chapter 440 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
441,Duel on Banaro Island,バナロ島の決闘,,,46,,"January 22, 2007 [ref]",2007 Issue 8,19,Ace and Marshall D. Teach fight on Banaro Island but the outcome of the battle is unknown.,[],"['Ace', 'Marshall D. Teach', 'Banaro Island']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_441,Chapter 441 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
442,Adventure in the Demonic Sea,魔の海の冒険,,,46,,"January 29, 2007 [ref]",2007 Issue 9,19,"The Straw Hat Pirates enter Florian Triangle and meet a living skeleton: Brook, on a huge ghost ship.",[],"['Straw Hat Pirates', 'Florian Triangle', 'Brook']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_442,Chapter 442 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
443,Thriller Bark,スリラーバーク,,,46,,"February 5, 2007 [ref]",2007 Issue 10,19,"Brook comes onboard the Thousand Sunny, scares the Straw Hats and then talks with them. He has dinner with the Straw Hats and explains the crew the reason for his skeleton appearance and how a powerful person stole his shadow making him unable to leave the Florian Triangle.",[],"['Brook', 'Thousand Sunny', 'Straw Hats', 'powerful person', 'Florian Triangle']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_443,Chapter 443 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
444,Adventure on Ghost Island,ゴースト島の冒険,,,46,,"February 10, 2007 [ref]",2007 Issue 11,19,"Nami, Usopp, and Chopper set foot on Thriller Bark thanks to Franky revealing the channels within the Sunny. The rest of the crew, meanwhile, are being attacked by an invisible beast on the Thousand Sunny. Chopper is surprised by the name.",[],"['Nami', 'Usopp', 'Chopper', 'Thriller Bark', 'Franky', 'invisible beast', 'Thousand Sunny']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_444,Chapter 444 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
445,Zombies,THE ･ ZOMBIE,,,46,,"February 19, 2007 [ref]",2007 Issue 12,19,"Nami, Usopp, and Chopper venture further into Thriller Bark.",[],"['Nami', 'Usopp', 'Chopper', 'Thriller Bark']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_445,Chapter 445 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
446,Doctor Hogback,ドクトル･ホグバック,,,46,,"February 26, 2007 [ref]",2007 Issue 13,19,"Nami, Usopp, and Tony Tony Chopper meet more people, and the rest of the Straw Hats disembark on Thriller Bark.",[],"['Nami', 'Usopp', 'Tony Tony Chopper', 'Straw Hats', 'Thriller Bark']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_446,Chapter 446 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
447,Zombie-in-the-Box,びっくりゾンビ,,,46,,"March 5, 2007 [ref]",2007 Issue 14,19,"Luffy successfully tames the Cerberus zombie. Afterwards, the group encounters a unicorn and an elderly tree having a picnic. Outside Hogback 's mansion, Hogback, Absalom and Perona discuss the Straw Hat Pirates.",[],"['Luffy', 'Cerberus', 'unicorn', 'elderly tree', 'Hogback', 'Absalom', 'Perona', 'Straw Hat Pirates', 'Usopp', 'Nami', 'Chopper', 'come alive']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_447,Chapter 447 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
448,Moria,モリア,,,46,,"March 12, 2007 [ref]",2007 Issue 15,19,"Nami, Usopp, and Chopper run around the castle of Thriller Bark as the rest of the Straw Hats go deeper into Thriller Bark. They find out the person they are trying to beat is one of the Seven Warlords of the Sea.",[],"['Nami', 'Usopp', 'Chopper', 'Thriller Bark', 'Straw Hats', 'person', 'Seven Warlords of the Sea']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_448,Chapter 448 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
449,The Four Monsters of Thriller Bark,スリラーバークの四怪人,,,46,,"March 26, 2007 [ref]",2007 Issue 17,19,The Straw Hat Pirates promise Spoil that they will help him get his shadow back. Meanwhile in Hogback leader'. Spoil reveals to the Straw Hats that Thriller Bark is the largest ship in the world.,[],"['Straw Hat Pirates', 'Spoil', 'Hogback', 'Usopp', 'Nami', 'Chopper', 'Absalom', 'Thriller Bark']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_449,Chapter 449 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
450,Night of the Zombie Generals,将軍ゾンビnight,,,47,,"April 2, 2007 [ref]",2007 Issue 18,19,"In Hogback 's mansion, Hogback finds Nami, Usopp, and Chopper and sends Ryuma, a samurai zombie who acts a lot like Brook to stop them. The rest of the Straw Hat Pirates enter the mansion and find themselves defeating a group of zombies. Buhichuck refuses to tell them where the missing trio is and Zoro suggest to take him as a guide.",[],"['Hogback', 'Nami', 'Usopp', 'Chopper', 'Ryuma', 'Brook', 'Straw Hat Pirates', 'Buhichuck', 'Zoro', 'Absalom', 'General Zombies']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_450,Chapter 450 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
451,Perona's Wonder Garden,ぺローナの 不思議の庭,,,47,,"April 9, 2007 [ref]",2007 Issue 19,19,"Absalom orders the General Zombies to hunt down the Straw Hat Pirates. Then Lola the zombie asks Absalom to marry her, but Absalom tells her that he decided to make Nami his future wife. Nami, Usopp and Chopper are put on a coffin by Hogback but the coffin falls off and the trio manage to get out.",[],"['Absalom', 'General Zombies', 'Straw Hat Pirates', 'Lola the zombie', 'Nami', 'Usopp', 'Chopper', 'Hogback', 'Perona', 'Inuppe', 'Buhichuck', 'Zoro']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_451,Chapter 451 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
452,Jigoro of the Wind,風のジゴロウ,,,47,,"April 16, 2007 [ref]",2007 Issue 20,19,"Strangely, Zoro disappeared, just like Sanji did before. Luffy, Robin and Franky keep searching for the remaining members of the crew. With Buhichuck as their guide, they end up in a room, and suddenly a strange person inside an armor attacks Franky.",[],"['Zoro', 'Sanji', 'Luffy', 'Robin', 'Franky', 'Buhichuck', 'General Zombies', 'Jigoro', 'Tararan']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_452,Chapter 452 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
453,"Cloudy, Partly Bony",くもり時々ホネ,,,47,,"April 23, 2007 [ref]",2007 Issue 21,19,"Inuppe continues to defend Nami. Absalom then enters, being chased by Lola, who then carries Nami away. Nami then shocks him with a thunderbolt, making him stop.",[],"['Inuppe', 'Nami', 'Absalom', 'Lola', 'thunderbolt', 'Tararan', 'Franky', 'Robin', 'Luffy', 'Zoro', 'Sanji', 'zombies']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_453,Chapter 453 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
454,The Humming Swordsman,ハナウタ,,,47,,"April 28, 2007 [ref]",2007 Issue 22-23,19,"The chapter starts off with Lola chasing Nami. Nami then exclaims that she is in fact a man, which calms the zombie down. After making friends with it, Absalom appears but Lola starts chasing him so Nami can escape.",[],"['Lola', 'Nami', 'Absalom', 'Thousand Sunny', 'Perona', 'Hildon', 'Moria', 'Franky', 'Robin', 'Tararan', 'Brook']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_454,Chapter 454 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
455,Gecko Moria of the Seven Warlords of the Sea,王下七武海ゲッコー･モリア,,,47,,"May 14, 2007 [ref]",2007 Issue 24,19,Brook defeats Tararan the Spider Monkey. Brook explains to Franky and Nico Robin how the shadow is separated from the body and implanted in a corpse. Brook reveals that the Warlord of the Sea Gecko Moria has the Devil Fruit power of the Kage Kage no Mi.,[],"['Brook', 'Tararan', 'Franky', 'Nico Robin', 'Warlord of the Sea', 'Gecko Moria', 'Devil Fruit', 'Kage Kage no Mi', 'Zoro', 'Sanji']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_455,Chapter 455 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
456,Demon from the Land of Ice,氷の国から来た魔人,,,47,,"May 21, 2007 [ref]",2007 Issue 25,19,"Brook explains about shadows and reveals that the zombies s shadow has been taken and Moria and Hogback discuss about putting the shadow into . Before they enter the chamber where  is held, they learn about the intruders. Nami, Chopper and Usopp remain in Kumashi.",[],"['Brook', 'zombies', 'Luffy', 'Moria', 'Hogback', ""'Number 900'"", 'Nami', 'Chopper', 'Usopp', 'Kumashi', 'General Zombie', 'Franky']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_456,Chapter 456 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
457,Meat!!!,肉~~!!!,,,47,,"May 28, 2007 [ref]",2007 Issue 26,19,"Oars is awakened through Luffy s position is revealed and they try to escape, but are pursued by Absalom. Absalom easily defeats Usopp and Chopper and captures Nami in the process. Usopp and Chopper are then surrounded by zombies and are outnumbered but Robin and Franky come in to save them.",[],"['Oars', 'Luffy', 'Nami', 'Usopp', 'Chopper', 'Absalom', 'zombies', 'Robin', 'Franky']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_457,Chapter 457 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
458,Anything but My Afro,アフロだけは,,,47,,"June 4, 2007 [ref]",2007 Issue 27,19,"Usopp, Chopper, Franky and Robin run down a huge stairway while discussing about what had happened. Back at the mansion, Oars eats lots of food and tells Moria he does not want to become his subordinate and wants to become the Pirate King, breaking through the freezer. In Hogback 's lab, Brook and the zombie, Ryuma who has his shadow continue their conversation and soon after, Brook starts dueling with Ryuma for his shadow.",[],"['Usopp', 'Chopper', 'Franky', 'Robin', 'Oars', 'Moria', 'Pirate King', 'Hogback', 'Brook', 'Ryuma', 'Absalom', 'Nami']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_458,Chapter 458 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
459,I Can't Just Die Hoping to be Forgiven,死んでごめんじゃないでしょうに,,,47,,"June 11, 2007 [ref]",2007 Issue 28,19,"Luffy, Zoro and Sanji wake up to find their shadows gone, and learn that Nami and most of the food on the ship have been taken as well. While Brook is fighting Ryuma, Franky tells the rest of the Straw Hats of his and Robin 's encounter with the skeleton, in which Brook explained that his sole reason for living alone for fifty years was to fulfill a promise his crew made to their friend Laboon; that they would return after sailing around the world. Hearing that Brook and Laboon have not given up on their promise even after fifty years makes Luffy even more excited to make Brook join his crew, and this time the rest of the Straw Hats happily agree.",[],"['Luffy', 'Zoro', 'Sanji', 'Nami', 'ship', 'Brook', 'Ryuma', 'Franky', 'Straw Hats', 'Robin', 'crew', 'Laboon']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_459,Chapter 459 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
460,Conquest Before Dawn!,夜明け前に取り返せ!!,,,48,,"June 25, 2007 [ref]",2007 Issue 30,19,"The Straw Hat Pirates set out across Thriller Bark, looking to retrieve their shadows, rescue Nami, and retrieve their food and treasures before dawn. As they progress towards the mansion, Perona mobilizes her ghosts as Luffy 's zombie, the giant Oars, begins to explore Thriller Bark.",[],"['Straw Hat Pirates', 'Thriller Bark', 'Nami', 'Perona', 'her ghosts', 'Luffy', 'Oars']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_460,Chapter 460 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
461,Ghost Buster,ゴーストバスター,,,48,,"July 2, 2007 [ref]",2007 Issue 31,19,Usopp starts the fight with Perona.,[],"['Usopp', 'Perona']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_461,Chapter 461 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
462,Adventures of Oars,オーズの冒険,,,48,,"July 9, 2007 [ref]",2007 Issue 32,19,"Usopp continues his fight of negativity with Perona. Meanwhile, Brook continues his duel with Ryuma, but is defeated. Franky and Zoro save Brook from Ryuma, later resulting in Zoro challenging Ryuma to a battle.",[],"['Usopp', 'Perona', 'Brook', 'Ryuma', 'Franky', 'Zoro', 'Absalom', 'Nami', 'Oars', 'Thriller Bark', 'General Zombies']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_462,Chapter 462 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
463,Pirate Sanji vs. Mystery Man Absalom,海賊サンジ vs 怪人アブサロム,,,48,,"July 14, 2007 [ref]",2007 Issue 33,19,"Luffy confronts Gecko Moria in an attempt to recover the shadows he stole. Moria nonchalantly sits back as his own shadow, Doppelman easily defends against all of Luffy's attacks. Inside the chapel, Sanji recovers Nami and battles Absalom, furious at him for having licked Nami and Robin.",[],"['Luffy', 'Gecko Moria', 'Doppelman', 'Sanji', 'Nami', 'Absalom', 'Robin']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_463,Chapter 463 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
464,Sanji's Dream,サンジの夢,,,48,,"July 23, 2007 [ref]",2007 Issue 34,19,"Absalom is beaten hopelessly by Sanji for stealing his dream, which was to eat the Suke Suke no Mi so he could become be an invisible man and sneak into women showers and see them naked.",[],"['Absalom', 'Sanji', 'Suke Suke no Mi']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_464,Chapter 464 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
465,Pirate Usopp vs. Mystery Woman Perona,海賊ウソップ vs 怪人ペローナ,,,48,,"July 30, 2007 [ref]",2007 Issue 35,19,"Usopp battles with Perona, and his arsenal proves ineffective against her ability. On the contrary, she is quite capable of causing Usopp damage, and Kumashi re-enters the fray. Usopp calls on , who helps restore his confidence and point out a critical weakness of Perona.",[],"['Usopp', 'Perona', 'ability', 'Kumashi', 'Sogeking']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_465,Chapter 465 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
466,Conclusion,決着,,,48,,"August 6, 2007 [ref]",2007 Issue 36-37,19,"Usopp has finally seen through Perona's tricks, and uses a fake hammer that weighs 10 tons to beat Perona. Zoro challenges the samurai Ryuma, and their battle begins in earnest.",[],"['Usopp', 'fake hammer that weighs 10 tons', 'Perona', 'Zoro', 'samurai', 'Ryuma']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_466,Chapter 466 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
467,Pirate Zolo vs. Samurai Ryuma,海賊ゾロ vs 侍・リューマ,,,48,,"August 20, 2007 [ref]",2007 Issue 38,19,"Roronoa Zoro combats the samurai Ryuma using One-Sword Style and Two-Sword Style. The intensity of the battle causes the destruction of Dr. Hogback 's laboratory, moving the fight to the roof of the tower.",[],"['Roronoa Zoro', 'samurai', 'Ryuma', 'One-Sword Style', 'Two-Sword Style', 'Dr. Hogback', 'Franky', 'Brook', 'One Sword Style: Hiryu: Kaen', 'Shusui']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_467,Chapter 467 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
468,Pirate Chopper vs. Mystery Man Hogback,海賊チョッパー vs 怪人ホグバック,,,48,,"August 27, 2007 [ref]",2007 Issue 39,19,"Chopper continues to argue with Hogback about human life. Chopper and Robin engage in battle with Cindry and Hogback, while Zoro and Sanji 's zombies are defeated.",[],"['Chopper', 'Hogback', 'Robin', 'Cindry', 'Zoro', 'Sanji']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_468,Chapter 468 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
469,"Come Out Here, Straw Hat Pirates!",出て来い麦わらの一味!!!,,,48,,"September 3, 2007 [ref]",2007 Issue 40,19,"Hogback regains the control of Cindry and makes her attack Robin and Chopper. Robin stops Cindry as Hogback tries to escape. Robin and Chopper try to finish off Hogback, but Oars interrupts them.",[],"['Hogback', 'Cindry', 'Robin', 'Chopper', 'Oars', 'Usopp', 'Sanji', 'Nami', 'Absalom', 'Straw Hats']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_469,Chapter 469 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
470,Oars vs. Straw Hat Pirates,オーズ vs 麦わらの一味,,,48,,"September 10, 2007 [ref]",2007 Issue 41,19,"Luffy chases after Gecko Moria, and the rest of the Straw Hats (except Nami ) face off against Oars. However, Oars' brute strength and speed prove to be too much for the Straw Hats to handle, as the giant zombie evades and shrugs off their attacks while defeating every single one of them, seemingly without exerting any effort.",[],"['Luffy', 'Gecko Moria', 'Straw Hats', 'Nami', 'Oars']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_470,Chapter 470 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
471,My Friend,MY FRIEND,,,49,,"September 22, 2007 [ref]",2007 Issue 43,19,Nami wakes up and defeats Absalom with Lola's help. Meanwhile the rest of the Straw Hats prepare to take on Oars once more.,[],"['Nami', 'Absalom', 'Straw Hats', 'Oars']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_471,Chapter 471 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
472,Down,ダウン,,,49,,"October 1, 2007 [ref]",2007 Issue 44,19,"Jumping into the courtyard, Oars confronts the Straw Hat Pirates. Wondering how they could take down the giant zombie, Oars attempts to crush them with his own creative technique. Avoiding this, Franky announces they should use Tactics Fifteen.",[],"['Oars', 'Straw Hat Pirates', 'Franky', 'Robin', 'Nami', 'Absalom', 'Thousand Sunny', 'Perona', 'Warlord', 'Bartholomew Kuma']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_472,Chapter 472 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
473,Warlord Bartholomew Kuma Appears,王下七武海　バーソロミュー・くま現る,,,49,,"October 6, 2007 [ref]",2007 Issue 45,19,"Nami races towards the Sunny and tries to save the ship and the treasure. The Straw Hats gain an advantage over Oars. The Warlord of the Sea, Bartholomew Kuma appears, looking for both Moria and Luffy.",[],"['Warlord of the Sea', 'Bartholomew Kuma', 'Moria', 'Luffy']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_473,Chapter 473 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
474,We Have to Do It!,やるしかねェ!!!,,,49,,"October 15, 2007 [ref]",2007 Issue 46,19,"Moria s shadow back, but if Luffy defeats Moria they will all get their shadows at once. Zoro in turn states that getting at least Luffys belly and strikes a deal with the Straw Hats: If they defeat Moria in a battle, their shadows would be freed; however, they need to beat Oars before they can fight Moria. The Straw Hats begin to prepare for another battle with Oars.",[],"['Moria', 'shadow', 'Luffy', 'Zoro', 'Oars', 'Straw Hats', 'Usopp', 'Kuma', 'World Government', 'Warlord of the Sea', 'Blackbeard', 'Brook']",[],[],[],https://onepiece.fandom.com/wiki/Chapter_474,Chapter 474 (One Piece Wiki),One Piece Wiki contributors,CC BY-SA
